V1,V2,weight,V4
RRC,36Q,1.3788,ci-in
69P,36Q,1.509,ci-in
M01,36Q,1.5186,ci-in
ZYU,36Q,1.5582,ci-in
M02,36Q,1.5018,ci-in
FSE,371,1.4316,co-in
MYU,371,1.3908,co-in
QUE,371,1.3824,co-in
422,373,1.719,ci-in
710,373,1.4676,ci-in
IQO,373,1.3986,ci-in
386,37J,2.4108,ci-in
K11,37J,1.3878,ci-in
RBS,37Q,1.5354,ci-in
G97,37Q,1.4202,ci-in
AXX,37W,1.38,ci-in
4L5,38G,1.626,ci-in
IYZ,38G,1.4928,ci-in
3T9,38G,1.4094,ci-in
IZZ,38G,1.4274,ci-in
507,38G,1.4682,ci-in
4RB,38G,1.3962,ci-in
NK0,38P,2.4564,ci-in
39P,38P,2.4606,ci-in
P38,38P,1.8642,ci-in
P39,38P,1.9452,ci-in
N4D,38P,1.4772,ci-in
P37,38P,1.566,ci-in
P66,38P,1.4148,ci-in
LHJ,38P,1.407,ci-in
50V,38P,1.4196,ci-in
REB,38R,2.382,ci-in
APJ,38R,2.0412,ci-in
4T5,38R,1.872,ci-in
EBD,38R,2.0328,ci-in
5CP,38R,2.0448,ci-in
IHH,38R,1.884,ci-in
CJ5,38R,1.8366,ci-in
E63,38R,1.5306,ci-in
4T6,38R,1.4388,ci-in
3RF,38R,1.5774,ci-in
3RJ,38R,1.5936,ci-in
GVD,38R,1.4058,ci-in
499,38W,1.5012,ci-in
3G7,38Z,1.6146,ci-in
3Q4,38Z,1.4706,ci-in
3Q3,38Z,1.4358,ci-in
E86,390,2.6136,ci-in
E57,390,2.3574,ci-in
Z48,390,2.3964,ci-in
EK9,390,2.0472,ci-in
82A,390,1.8708,ci-in
EK6,390,1.6194,ci-in
EK4,390,1.6356,ci-in
4VG,390,1.4706,ci-in
4VJ,390,1.4622,ci-in
4VF,390,1.4628,ci-in
OCG,39G,1.4736,ci-in
NK0,39P,2.0436,ci-in
P38,39P,1.9428,ci-in
OCG,39P,1.6062,ci-in
P39,39P,1.998,ci-in
N4D,39P,1.425,ci-in
AAV,39P,1.4412,ci-in
517,39Z,2.2512,ci-in
A,3AM,2.5686,nonspecific
AMP,3AM,2.5686,nonspecific
ADN,3AM,2.4162,nonspecific
ADP,3AM,2.4156,nonspecific
ATP,3AM,2.3832,nonspecific
AN2,3AM,2.3328,nonspecific
AGS,3AM,2.2902,nonspecific
M33,3AM,2.3046,nonspecific
ACP,3AM,2.2422,nonspecific
A0P,3AM,2.2422,nonspecific
ANK,3AM,2.2422,nonspecific
ANP,3AM,2.2422,nonspecific
ACK,3AM,2.352,nonspecific
3GU,3AM,2.0016,nonspecific
SGV,3AM,1.7934,nonspecific
5ID,3AM,1.7856,nonspecific
GUB,3AM,1.9404,nonspecific
NBS,3AM,2.0526,nonspecific
GDP,3AM,1.9638,nonspecific
GTP,3AM,1.947,nonspecific
66M,3AM,1.8204,nonspecific
6L5,3AM,1.8084,nonspecific
GNP,3AM,1.8546,nonspecific
ARX,3AM,1.761,nonspecific
RFZ,3AM,1.533,nonspecific
A02,3AM,1.7274,nonspecific
A03,3AM,1.719,nonspecific
4BM,3BM,2.6172,co-in
5Y0,3BM,2.6172,co-in
BBM,3BM,2.2836,co-in
3V0,3BM,1.656,co-in
MRA,3BM,1.992,co-in
MEK,3BM,1.9056,co-in
V04,3BM,1.6398,co-in
YQY,3BM,1.5744,co-in
LSG,3BM,1.449,co-in
3EW,3BM,1.5732,co-in
573,3BM,1.4634,co-in
3OR,3BM,1.6326,co-in
M3K,3BM,1.536,co-in
EUI,3BM,1.407,co-in
3OS,3BM,1.6782,co-in
ADE,3D3,1.4532,ci-in
3D9,3D8,1.9356,ci-in
3DC,3D8,1.8348,ci-in
3DC,3D9,2.5032,ci-in
4UB,3DC,1.395,ci-in
3DV,3DL,2.2056,ci-in
MMG,3DL,1.4136,ci-in
T3M,3DL,1.662,ci-in
4VQ,3DL,1.4724,ci-in
5R1,3DL,1.4652,ci-in
OL2,3DL,1.3848,ci-in
T3M,3DV,2.2776,ci-in
4VQ,3DV,1.9932,ci-in
5R1,3DV,1.9944,ci-in
OL2,3DV,1.878,ci-in
VGK,3DV,1.6302,ci-in
MMG,3DV,1.3836,ci-in
WI2,3DV,1.5198,ci-in
A3F,3DV,1.4778,ci-in
ZZK,3DV,1.4298,ci-in
VGM,3DV,1.4814,ci-in
BX1,3DV,1.4028,ci-in
CG4,3DV,1.386,ci-in
3DX,3DW,2.358,ci-in
3X7,3DW,1.7232,ci-in
3XK,3DW,1.6734,ci-in
3XL,3DW,1.5168,ci-in
MMG,3DW,1.4724,ci-in
3X7,3DX,2.1618,ci-in
3XL,3DX,1.8108,ci-in
3XK,3DX,1.9506,ci-in
K11,3EL,1.6068,ci-in
BZ9,3EL,1.5396,ci-in
AK8,3EL,1.4502,ci-in
MR9,3EL,1.3956,ci-in
MEK,3EW,1.5474,co-in
MRA,3EW,1.5498,co-in
3EY,3EW,1.7274,co-in
3OS,3EW,1.509,co-in
LSG,3EW,1.5582,co-in
BBM,3EW,1.4964,co-in
3OR,3EW,1.5132,co-in
V04,3EW,1.5618,co-in
4BM,3EW,1.4154,co-in
5Y0,3EW,1.4154,co-in
3EX,3EW,1.443,co-in
3V0,3EX,2.3178,co-in
3EY,3EX,1.8498,co-in
573,3EX,2.0286,co-in
V04,3EX,1.623,co-in
MRA,3EX,1.452,co-in
MEK,3EX,1.4598,co-in
3OR,3EX,1.4448,co-in
3OS,3EX,1.4286,co-in
LSG,3EX,1.4088,co-in
FNI,3EX,1.4082,co-in
V04,3EY,1.6782,co-in
MRA,3EY,1.6224,co-in
MEK,3EY,1.5468,co-in
LSG,3EY,1.5186,co-in
3OR,3EY,1.5168,co-in
3OS,3EY,1.5024,co-in
4BM,3EY,1.4382,co-in
5Y0,3EY,1.4382,co-in
BBM,3EY,1.404,co-in
3V0,3EY,1.4088,co-in
573,3EY,1.3908,co-in
3JB,3FE,2.1072,ci-in
3JA,3FE,2.1672,ci-in
YM5,3FE,2.1174,ci-in
ZYU,3FE,1.7754,ci-in
4YM,3FE,1.3932,ci-in
XFE,3FE,1.4604,ci-in
CQW,3FE,1.401,ci-in
6J9,3FE,1.6032,ci-in
69P,3FE,1.4556,ci-in
M02,3FE,1.4388,ci-in
YM6,3FE,1.4976,ci-in
M01,3FE,1.3986,ci-in
3Q1,3FE,1.38,ci-in
VSF,3FE,1.428,ci-in
DF1,3FE,1.4016,ci-in
DF2,3FE,1.3998,ci-in
DFZ,3FE,1.4754,ci-in
FS8,3FF,2.2632,ci-in
F46,3FF,1.3974,ci-in
FLZ,3FN,2.5164,ci-in
FLY,3FN,2.3868,ci-in
FLW,3FN,2.4282,ci-in
891,3FN,2.193,ci-in
FLS,3FN,2.193,ci-in
533,3FN,2.1294,ci-in
FMK,3FN,2.1294,ci-in
FKL,3FN,1.8,ci-in
530,3FN,1.4862,ci-in
KBI,3FN,1.4712,ci-in
JIN,3FN,1.4472,ci-in
41B,3FN,1.407,ci-in
519,3FN,1.5168,ci-in
4F2,3FN,1.4838,ci-in
T1Q,3FN,1.4154,ci-in
P16,3FN,1.3914,ci-in
AM7,3FN,1.3866,ci-in
59U,3FN,1.3884,ci-in
59T,3FN,1.4088,ci-in
FAP,3FP,2.3664,co-in
FCP,3FP,2.3664,co-in
FAL,3FP,1.7748,co-in
FBL,3FP,1.7748,co-in
MFP,3FP,1.7094,co-in
MFQ,3FP,1.7094,co-in
QQ2,3FP,1.7346,co-in
BWP,3FP,1.806,co-in
BYP,3FP,1.806,co-in
4FR,3FR,1.977,ci-in
5FR,3FR,1.614,ci-in
3Z3,3FR,1.4094,ci-in
QUP,3FR,1.398,ci-in
LZE,3FV,1.5138,ci-in
LZA,3FV,1.4214,ci-in
3NL,3FV,1.3878,ci-in
FSE,3G5,1.722,ci-in
KMP,3G5,1.7064,ci-in
MYU,3G5,1.6494,ci-in
QUE,3G5,1.6278,ci-in
MYC,3G5,1.5858,ci-in
MRI,3G5,1.5648,ci-in
HUL,3G5,1.398,ci-in
LU2,3G5,1.3842,ci-in
6NP,3GF,2.1564,ci-in
MWL,3GF,2.1726,ci-in
LM4,3GF,2.1402,ci-in
VVT,3GF,1.4256,ci-in
LM3,3GF,1.863,ci-in
ADN,3GU,2.3526,ci-in
GUB,3GU,2.3784,ci-in
A,3GU,2.007,ci-in
AMP,3GU,2.007,ci-in
NBS,3GU,1.9692,ci-in
5ID,3GU,1.8048,ci-in
RFZ,3GU,1.6704,ci-in
SGV,3GU,1.809,ci-in
ADP,3GU,1.9482,ci-in
AN2,3GU,1.9182,ci-in
ATP,3GU,1.9254,ci-in
A0P,3GU,1.881,ci-in
ANK,3GU,1.881,ci-in
ANP,3GU,1.881,ci-in
ACK,3GU,1.8852,ci-in
AGS,3GU,1.8852,ci-in
M33,3GU,1.9074,ci-in
ACP,3GU,1.866,ci-in
66M,3GU,1.8894,ci-in
6L5,3GU,1.8558,ci-in
GDP,3GU,1.671,ci-in
EXX,3GU,1.473,ci-in
GNP,3GU,1.6326,ci-in
GTP,3GU,1.6602,ci-in
ARX,3GU,1.7988,ci-in
I17,3GU,1.4364,ci-in
A02,3GU,1.7676,ci-in
A03,3GU,1.7574,ci-in
3HJ,3H8,2.5884,ci-in
3HQ,3H8,2.5092,ci-in
3HN,3H8,2.5122,ci-in
3NL,3H8,2.0628,ci-in
JK2,3H8,1.4238,ci-in
3HQ,3HJ,2.8116,ci-in
3HN,3HJ,2.7222,ci-in
3NL,3HJ,1.7592,ci-in
N17,3HJ,1.4826,ci-in
OCG,3HJ,1.4004,ci-in
HKC,3HK,1.9326,ci-in
HK5,3HK,1.8672,ci-in
HK1,3HK,1.9614,ci-in
4HK,3HK,1.7292,ci-in
HK4,3HK,1.6386,ci-in
AM7,3HK,1.3782,ci-in
A58,3HK,1.4454,ci-in
H9K,3HK,1.5312,ci-in
H0K,3HK,1.4664,ci-in
76A,3HK,1.4508,ci-in
H7K,3HK,1.4454,ci-in
H8K,3HK,1.4394,ci-in
3HQ,3HN,2.7114,ci-in
3NL,3HN,1.7286,ci-in
N17,3HN,1.446,ci-in
JK2,3HN,1.4298,ci-in
LZ7,3HN,1.3818,ci-in
3NL,3HQ,1.7202,ci-in
N17,3HQ,1.4952,ci-in
KAO,3HQ,1.422,ci-in
R49,3HQ,1.4052,ci-in
6AE,3I6,2.0832,co-in
U32,3I6,1.4526,co-in
BWP,3I6,1.4328,co-in
BYP,3I6,1.4328,co-in
LZ4,3I6,1.488,co-in
U55,3I6,1.4904,co-in
P1E,3I6,1.4154,co-in
PY8,3I6,1.4346,co-in
LI4,3IP,2.283,ci-in
6G2,3IP,1.389,ci-in
QIG,3J7,1.4646,ci-in
6RG,3J7,1.476,ci-in
IRG,3J7,1.4064,ci-in
Q17,3J7,1.3842,ci-in
ZYU,3JA,1.7796,ci-in
YM5,3JA,1.8402,ci-in
XFE,3JA,1.5066,ci-in
3JB,3JA,1.6986,ci-in
CQW,3JA,1.4136,ci-in
69P,3JA,1.434,ci-in
6J9,3JA,1.5396,ci-in
M02,3JA,1.4364,ci-in
YM6,3JA,1.4928,ci-in
M01,3JA,1.395,ci-in
VSF,3JA,1.3938,ci-in
DFZ,3JA,1.3782,ci-in
YM5,3JB,1.8852,ci-in
4YM,3JB,1.5216,ci-in
YM6,3JB,1.4262,ci-in
ZYU,3JB,1.41,ci-in
RXT,3JW,1.6782,ci-in
YAM,3JZ,2.5458,omega
P1E,3JZ,1.4604,omega
4DO,3JZ,1.3782,omega
7FM,3JZ,1.614,omega
3L0,3KZ,2.0022,ci-in
PZW,3KZ,1.7526,ci-in
J99,3KZ,1.3872,ci-in
PZW,3L0,1.95,ci-in
C19,3LH,1.383,ci-in
5EZ,3NC,1.518,ci-in
NVX,3ND,1.4316,nonspecific
E1B,3NG,1.8924,ci-in
FU9,3NG,1.6416,ci-in
6P6,3NG,1.4094,ci-in
5BP,3NU,1.3842,co-in
984,3NU,1.404,co-in
3NV,3NU,1.5618,co-in
6ZZ,3NV,1.5096,co-in
LQQ,3NV,1.458,co-in
X36,3O0,2.0496,nonspecific
X42,3O0,1.9518,nonspecific
X46,3O0,1.9254,nonspecific
X44,3O0,1.8804,nonspecific
X3A,3O0,1.8498,nonspecific
X40,3O0,1.7976,nonspecific
56Z,3O0,1.7664,nonspecific
99Z,3O0,1.7628,nonspecific
X6B,3O0,1.461,nonspecific
ZYS,3O0,1.5534,nonspecific
Z67,3O0,1.4478,nonspecific
Z71,3O0,1.4346,nonspecific
X02,3O0,1.5294,nonspecific
Z31,3O0,1.5096,nonspecific
O1Z,3O0,1.482,nonspecific
X35,3O0,1.4184,nonspecific
Z63,3O0,1.4004,nonspecific
O19,3O4,2.3346,ci-in
IM9,3O4,1.6692,ci-in
BJG,3O4,1.5516,ci-in
88A,3O4,1.509,ci-in
ASH,3O4,1.5984,ci-in
L7O,3O4,1.6008,ci-in
PO5,3O4,1.5186,ci-in
CG9,3O4,1.5816,ci-in
AD5,3O4,1.536,ci-in
PRC,3O4,1.548,ci-in
IPV,3O4,1.4202,ci-in
5KW,3O4,1.4874,ci-in
AS6,3O4,1.4046,ci-in
KGW,3O4,1.5156,ci-in
MPZ,3O4,1.6776,ci-in
XYW,3O4,1.3824,ci-in
7X7,3O4,1.4364,ci-in
GK6,3O4,1.4712,ci-in
STI,3O4,1.6326,ci-in
5L4,3O4,1.4988,ci-in
CQQ,3O4,1.6158,ci-in
AA0,3O4,1.4154,ci-in
MH4,3O4,1.4208,ci-in
5Q3,3O4,1.4022,ci-in
A0H,3O4,1.419,ci-in
939,3O4,1.4592,ci-in
BI9,3O4,1.47,ci-in
P48,3O4,1.4088,ci-in
ZTX,3O4,1.4286,ci-in
MR9,3O4,1.4856,ci-in
LI3,3O4,1.3872,ci-in
T95,3O4,1.3986,ci-in
AM6,3O4,1.4178,ci-in
WBT,3O4,1.3812,ci-in
S25,3O4,1.41,ci-in
633,3O4,1.3788,ci-in
AM5,3O4,1.4178,ci-in
4KT,3O4,1.3824,ci-in
406,3O4,1.4232,ci-in
TJF,3O4,1.4508,ci-in
FMY,3O4,1.3872,ci-in
3Q3,3O4,1.4226,ci-in
3Q1,3O4,1.4004,ci-in
MNY,3O7,2.178,ci-in
TXQ,3O7,2.3664,ci-in
3OK,3O7,1.7064,ci-in
MIX,3O7,1.5924,ci-in
3OA,3O7,1.5552,ci-in
3O8,3O7,1.4994,ci-in
EMO,3O7,1.9458,ci-in
MIX,3O8,2.7924,ci-in
3OK,3O8,2.3826,ci-in
3OA,3O8,2.3112,ci-in
MNY,3O8,2.007,ci-in
TXQ,3O8,1.425,ci-in
MIX,3OA,2.4252,ci-in
3OK,3OA,2.3046,ci-in
MNY,3OA,1.7724,ci-in
TXQ,3OA,1.4652,ci-in
MIX,3OK,2.4366,ci-in
MNY,3OK,1.9932,ci-in
TXQ,3OK,1.5702,ci-in
MEK,3OR,2.1114,co-in
V04,3OR,1.6638,co-in
LSG,3OR,1.6092,co-in
BBM,3OR,1.7694,co-in
4BM,3OR,1.782,co-in
5Y0,3OR,1.782,co-in
MRA,3OR,1.7406,co-in
3OS,3OR,1.7628,co-in
YQY,3OR,1.5516,co-in
3V0,3OR,1.4418,co-in
573,3OR,1.4178,co-in
EUI,3OR,1.5072,co-in
M3K,3OR,1.3842,co-in
MRA,3OS,2.3346,co-in
MEK,3OS,2.0148,co-in
V04,3OS,1.593,co-in
BBM,3OS,1.7406,co-in
LSG,3OS,1.4094,co-in
4BM,3OS,1.785,co-in
5Y0,3OS,1.785,co-in
3OV,3OU,2.2662,co-in
3P0,3OU,2.0886,co-in
746,3OU,1.6932,co-in
6XL,3OU,1.6278,co-in
4K4,3OU,1.4994,co-in
R4L,3OU,1.518,co-in
6KC,3OU,1.3944,co-in
4FR,3OU,1.3806,co-in
4UQ,3OU,1.3938,co-in
AA0,3OU,1.4124,co-in
4WG,3OU,1.431,co-in
FKL,3OU,1.3818,co-in
P38,3OU,1.431,co-in
P39,3OU,1.47,co-in
SVE,3OU,1.4046,co-in
L3G,3OU,1.4322,co-in
5JZ,3OU,1.3968,co-in
L2G,3OU,1.3776,co-in
3P0,3OV,1.8924,co-in
6XL,3OV,1.8114,co-in
746,3OV,1.6038,co-in
4K4,3OV,1.4304,co-in
R4L,3OV,1.4514,co-in
FKL,3OV,1.4004,co-in
AA0,3OV,1.425,co-in
4WG,3OV,1.3884,co-in
4FR,3OV,1.407,co-in
3YO,3OV,1.4052,co-in
P39,3OV,1.3956,co-in
SVE,3OV,1.4004,co-in
L3G,3OV,1.4184,co-in
937,3OV,1.3806,co-in
6XL,3P0,1.7808,co-in
664,3P0,1.4754,co-in
937,3P0,1.4898,co-in
4WG,3P0,1.4292,co-in
XR1,3P0,1.3866,co-in
3Z6,3P0,1.3926,co-in
71,3P0,1.3794,co-in
LQQ,3P0,1.3914,co-in
4K4,3P0,1.4226,co-in
P48,3P0,1.407,co-in
746,3P0,1.4832,co-in
R4L,3P0,1.4556,co-in
4FR,3P0,1.401,co-in
3YO,3P0,1.452,co-in
SVE,3P0,1.4586,co-in
L1G,3P0,1.386,co-in
3Q1,3Q0,2.0646,ci-in
3Q2,3Q0,1.9554,ci-in
3Q4,3Q0,1.7334,ci-in
3Q5,3Q0,1.6554,ci-in
3Q6,3Q0,1.6698,ci-in
3Q3,3Q0,1.6536,ci-in
JMZ,3Q0,1.8684,ci-in
3Q2,3Q1,2.5278,ci-in
3Q3,3Q1,2.1732,ci-in
3Q6,3Q1,1.8666,ci-in
3Q4,3Q1,1.8966,ci-in
3Q5,3Q1,1.8444,ci-in
5XG,3Q1,1.3902,ci-in
JMZ,3Q1,1.617,ci-in
CG9,3Q1,1.5168,ci-in
ZYU,3Q1,1.4394,ci-in
3Q5,3Q2,1.9794,ci-in
3Q4,3Q2,2.0094,ci-in
3Q3,3Q2,2.0154,ci-in
3Q6,3Q2,1.8672,ci-in
JMZ,3Q2,1.4982,ci-in
CG9,3Q2,1.3854,ci-in
3Q4,3Q3,2.2272,ci-in
3Q6,3Q3,1.8654,ci-in
3Q5,3Q3,1.8486,ci-in
YM5,3Q3,1.3944,ci-in
4YM,3Q3,1.3956,ci-in
3Q5,3Q4,2.1504,ci-in
3Q6,3Q4,1.9278,ci-in
5XG,3Q4,1.3908,ci-in
3Q6,3Q5,2.5134,ci-in
4YV,3QS,2.343,nonspecific
3QW,3QS,2.0466,nonspecific
3QY,3QS,2.0154,nonspecific
3R0,3QS,1.863,nonspecific
4ZJ,3QS,1.7898,nonspecific
4YW,3QS,1.6032,nonspecific
4ZQ,3QS,1.6572,nonspecific
4ZR,3QS,1.6572,nonspecific
4YX,3QS,1.704,nonspecific
4ZB,3QS,1.4856,nonspecific
SX8,3QT,1.8588,co-in
W9Z,3QT,2.058,co-in
6XE,3QT,1.5816,co-in
KRW,3QT,1.3986,co-in
5QQ,3QT,1.4034,co-in
LKG,3QT,1.3872,co-in
3QY,3QW,2.3214,ci-in
3R0,3QW,2.0538,ci-in
4YV,3QW,1.8522,ci-in
4ZJ,3QW,1.8198,ci-in
4YW,3QW,1.656,ci-in
4YX,3QW,1.743,ci-in
4ZQ,3QW,1.689,ci-in
4ZR,3QW,1.689,ci-in
4ZB,3QW,1.5594,ci-in
4T9,3QW,1.4676,ci-in
PWU,3QW,1.4916,ci-in
7RO,3QW,1.422,ci-in
X21,3QW,1.4178,ci-in
3R0,3QY,2.2506,ci-in
4YV,3QY,1.8414,ci-in
4T9,3QY,1.7934,ci-in
4ZJ,3QY,1.5966,ci-in
4YW,3QY,1.4316,ci-in
4ZQ,3QY,1.5144,ci-in
4ZR,3QY,1.5144,ci-in
4YX,3QY,1.5324,ci-in
4YV,3R0,2.0004,ci-in
4ZJ,3R0,1.7226,ci-in
4YW,3R0,1.557,ci-in
4ZQ,3R0,1.6086,ci-in
4ZR,3R0,1.6086,ci-in
4YX,3R0,1.671,ci-in
4ZB,3R0,1.4544,ci-in
63E,3RC,1.4112,ci-in
IHH,3RF,2.5362,ci-in
3RJ,3RF,2.3838,ci-in
GVD,3RF,2.0424,ci-in
EBD,3RF,1.8288,ci-in
5CP,3RF,1.8168,ci-in
REB,3RF,1.8612,ci-in
QPP,3RF,1.7082,ci-in
4T3,3RF,1.614,ci-in
CJ5,3RF,1.6032,ci-in
77V,3RF,1.4622,ci-in
4CK,3RF,1.389,ci-in
4T6,3RF,1.5744,ci-in
E63,3RF,1.5846,ci-in
QIG,3RF,1.4316,ci-in
APJ,3RF,1.8216,ci-in
G97,3RF,1.4256,ci-in
4T5,3RF,1.4496,ci-in
6FB,3RH,1.3938,ci-in
IHH,3RJ,2.2512,ci-in
GVD,3RJ,1.899,ci-in
EBD,3RJ,1.6704,ci-in
4T6,3RJ,1.6038,ci-in
QPP,3RJ,1.6434,ci-in
APJ,3RJ,1.9146,ci-in
77V,3RJ,1.4652,ci-in
REB,3RJ,1.6872,ci-in
CJ5,3RJ,1.6194,ci-in
5CP,3RJ,1.6374,ci-in
E63,3RJ,1.5654,ci-in
4T3,3RJ,1.4952,ci-in
QIG,3RJ,1.4124,ci-in
G97,3RJ,1.4004,ci-in
77V,3RT,1.5138,ci-in
507,3RT,1.3782,ci-in
ABQ,3RW,2.0646,ci-in
SGV,3RW,1.4172,ci-in
VRZ,3RW,1.401,ci-in
S69,3SB,1.9662,ci-in
4SB,3SB,1.4436,ci-in
SC8,3SC,2.3604,co-in
6SC,3SC,1.8996,co-in
SCF,3SC,1.9266,co-in
SCJ,3SC,1.7784,co-in
SCZ,3SC,1.6956,co-in
SCX,3SC,1.6662,co-in
ABO,3T9,1.7154,ci-in
HK1,3T9,1.44,ci-in
97B,3TA,1.4034,ci-in
3UR,3U1,1.5906,ci-in
49B,3U5,1.4088,ci-in
IQ6,3U6,1.3806,ci-in
OFG,3U9,1.7946,ci-in
6YL,3U9,1.7562,ci-in
GWH,3U9,1.6212,ci-in
AWF,3U9,1.656,ci-in
AWJ,3U9,1.521,ci-in
YPW,3U9,1.4352,ci-in
VGH,3U9,1.5204,ci-in
IV7,3U9,1.4196,ci-in
J99,3U9,1.392,ci-in
5P8,3U9,1.4112,ci-in
WBI,3UL,1.4976,ci-in
MR9,3UL,1.4928,ci-in
5T2,3UL,1.5216,ci-in
KRL,3UL,1.3836,ci-in
5CN,3UL,1.425,ci-in
AM5,3UL,1.4052,ci-in
3UP,3UO,2.0562,ci-in
L7A,3UP,1.3878,ci-in
6CB,3UP,1.407,ci-in
6YN,3UR,1.5858,ci-in
573,3V0,2.3712,co-in
4BM,3V0,1.7778,co-in
5Y0,3V0,1.7778,co-in
BBM,3V0,1.7508,co-in
V04,3V0,1.668,co-in
LSG,3V0,1.4874,co-in
MEK,3V0,1.4922,co-in
IZG,3V0,1.4232,co-in
FNI,3V0,1.4214,co-in
3WN,3WA,2.1108,ci-in
3WJ,3WA,1.7376,ci-in
ADE,3WA,1.4304,ci-in
J07,3WH,2.4948,ci-in
5I1,3WH,1.7538,ci-in
JNO,3WH,1.4316,ci-in
3WR,3WJ,1.9752,ci-in
3WN,3WJ,1.4772,ci-in
3WO,3WK,2.6058,ci-in
3WO,3WN,1.4892,ci-in
LIF,3WR,1.6854,nonspecific
PD5,3WR,1.4982,nonspecific
GIG,3WR,1.4214,nonspecific
PD3,3WR,1.3998,nonspecific
K9Y,3WR,1.4628,nonspecific
Q7M,3WR,1.5756,nonspecific
42Q,3WR,1.4724,nonspecific
3XL,3X7,1.8426,ci-in
3XK,3X7,1.791,ci-in
3XL,3XK,1.98,ci-in
LKB,3XK,1.4706,ci-in
MMG,3XK,1.473,ci-in
MMG,3XL,1.5204,ci-in
D42,3YO,1.5492,co-in
N53,3YO,1.4058,co-in
6KC,3YO,1.4268,co-in
400,3YO,1.4094,co-in
4FR,3YO,1.4388,co-in
R4L,3YO,1.389,co-in
L1G,3YO,1.455,co-in
SVE,3YO,1.4514,co-in
L2G,3YO,1.4178,co-in
L3G,3YO,1.3824,co-in
6V5,3YR,1.4796,ci-in
6V4,3YR,1.4532,ci-in
3YV,3YT,2.25,ci-in
P5C,3YT,2.2884,ci-in
S19,3YT,1.8636,ci-in
7KF,3YT,1.7148,ci-in
S91,3YT,1.4988,ci-in
3YX,3YT,1.5972,ci-in
KZI,3YT,1.4376,ci-in
KZM,3YT,1.497,ci-in
3YX,3YV,2.1084,ci-in
P5C,3YV,1.6896,ci-in
7KF,3YV,1.548,ci-in
KZI,3YV,1.4934,ci-in
KZM,3YV,1.476,ci-in
S19,3YV,1.386,ci-in
P5C,3YX,1.6086,ci-in
KZI,3YX,1.473,ci-in
7KF,3YX,1.5306,ci-in
KZM,3YX,1.467,ci-in
G17,3Z1,1.6686,co-out
3Z3,3Z1,1.5,co-out
AK8,3Z1,1.4442,co-out
C52,3Z1,1.4058,co-out
G6H,3Z1,1.4478,co-out
FPX,3Z1,1.4436,co-out
G6I,3Z1,1.4436,co-out
LJE,3Z1,1.3812,co-out
FPW,3Z2,1.9242,co-out
FPU,3Z2,1.6542,co-out
44,3Z2,1.8498,co-out
75H,3Z2,1.8156,co-out
900,3Z2,1.4268,co-out
MT3,3Z2,1.5318,co-out
AV9,3Z2,1.4148,co-out
MT4,3Z2,1.5384,co-out
AM7,3Z2,1.4376,co-out
3Z3,3Z2,1.743,co-out
3Z5,3Z2,1.776,co-out
3Z4,3Z2,1.722,co-out
4FR,3Z2,1.4256,co-out
JK2,3Z2,1.38,co-out
919,3Z2,1.4154,co-out
5T1,3Z2,1.3794,co-out
L1G,3Z2,1.4352,co-out
L2G,3Z2,1.4496,co-out
L3G,3Z2,1.422,co-out
L1X,3Z2,1.437,co-out
6XL,3Z2,1.3944,co-out
L66,3Z2,1.413,co-out
3Z4,3Z3,2.2806,co-out
3Z5,3Z3,2.3268,co-out
44,3Z3,1.587,co-out
6BZ,3Z3,1.4094,co-out
75H,3Z3,1.5612,co-out
FPX,3Z3,1.4412,co-out
6MV,3Z3,1.4472,co-out
LI9,3Z3,1.4424,co-out
L1X,3Z3,1.4496,co-out
LHJ,3Z3,1.4772,co-out
4FR,3Z3,1.3932,co-out
J99,3Z3,1.3872,co-out
P37,3Z3,1.4286,co-out
6XL,3Z3,1.4196,co-out
L66,3Z3,1.3776,co-out
SVE,3Z3,1.3902,co-out
OSV,3Z3,1.3938,co-out
3Z5,3Z4,2.4336,co-out
44,3Z4,1.4664,co-out
75H,3Z4,1.4424,co-out
LHJ,3Z4,1.392,co-out
D42,3Z4,1.4334,co-out
44,3Z5,1.497,co-out
75H,3Z5,1.47,co-out
L1X,3Z5,1.38,co-out
LHJ,3Z5,1.4028,co-out
924,3Z6,1.716,co-in
VRZ,3Z6,1.446,co-in
VSA,3Z6,1.404,co-in
5WH,3Z6,1.3908,co-in
VS0,3Z6,1.4346,co-in
627,400,1.6914,ci-in
626,400,1.7742,ci-in
MPY,400,1.4478,ci-in
82B,400,1.398,ci-in
P39,400,1.4124,ci-in
RRC,404,1.8426,co-in
NNN,404,1.6806,co-in
RC8,404,1.6974,co-in
SLQ,404,1.6974,co-in
CK9,404,1.614,co-in
OLO,404,1.428,co-in
NS9,404,1.3812,co-in
STI,406,2.0298,ci-out
PRC,406,1.6698,ci-out
NIL,406,1.7034,ci-out
66K,406,1.6104,ci-out
NG2,406,1.5708,ci-out
XY3,406,1.5786,ci-out
MPZ,406,1.7862,ci-out
NG7,406,1.5444,ci-out
66X,406,1.4676,ci-out
MUH,406,1.5666,ci-out
CQQ,406,1.6188,ci-out
DI1,406,1.5414,ci-out
RAJ,406,1.5924,ci-out
G6I,406,1.4934,ci-out
LQ5,406,1.3956,ci-out
G6G,406,1.6044,ci-out
G6H,406,1.4508,ci-out
9NH,406,1.4022,ci-out
I19,406,1.5762,ci-out
5WR,406,1.4928,ci-out
